event_id,label
22c799bd-430e-4b81-af97-4fa0e65a0b85,ATTACK
8069d4d9-02ce-49b0-9baf-043dfd663c05,ATTACK
d053348c-bfff-408a-9fba-564ecc7c652c,NORMAL
fceaa45e-f733-4e8f-bca5-9009cd0715d6,ATTACK
c935c47e-2f2d-48f8-a54f-aa0140178fe3,NORMAL
08b53599-ab04-4e2e-a62a-83804ca73fdb,ATTACK
21762690-f7c1-4efb-9b2e-29a6dbce315a,ATTACK
ee6b7ace-c837-451b-83a7-0e1465d6be04,NORMAL
b6645303-cb22-455b-adf1-a4d2dea66768,ATTACK
44e493c9-b697-4410-a3d1-1d327777e5cb,NORMAL
7af189e2-4e9e-4a6d-a304-0d71bcd4c9e4,NORMAL
3dd117f1-1944-4d09-bd3a-0893751217a2,ATTACK
133a238b-1983-43de-8e22-dd150974d32d,NORMAL
44c5c3b8-d1fa-4bb4-a57d-86b0ec8cccd5,ATTACK
6072aac4-742f-4086-b08c-b800d5ba60b3,NORMAL
cf94d75c-06a7-498e-8d07-f3d9aaa11477,NORMAL
bbaa4a87-0ed6-437d-8c45-709dcc27a42d,ATTACK
0b5862f2-cdd3-43b2-8345-8e8a98d028d6,NORMAL
842ccd8e-f773-4210-90ad-7272d64b8ed3,NORMAL
3dcbc211-959c-410e-af5a-1599d881c13e,NORMAL
f056791a-e375-42ae-b054-ec3e78e86cc6,NORMAL
7f92a384-cca9-438f-8a83-56380aa7e241,vXBL.L1$AH1B
da8a0b1f-8824-41a5-8196-ce407cc547f7,NORMAL
64893d0f-213c-4197-9593-fd3251027655,NORMAL
a275d743-40cf-4bed-ac45-ff2a43ff0e71,NORMAL
3194d2c4-b4f1-4e34-bbf8-5412bbd6645d,NORMAL
a2ade748-6dfa-4a2a-8c7d-7e0ad22a1311,ATTACK
70127e73-a564-4450-a639-a9f7c6db6e34,NORMAL
c7226431-c632-4ccc-91d5-96858087b00c,ATTACK
a8b3ea4c-9e40-4072-8236-90a48cefa04f,NORMAL
bad7fbdb-045e-453c-a603-7a7e46989f2c,ATTACK
2848f69e-7a0f-4a14-b0eb-5339577f8c43,NORMAL
5f738a33-5a0b-4951-a3a5-689b02878b18,ATTACK
8367d0f8-8fa3-48f1-a57a-89d0e13434ff,ATTACK
71987ce1-9512-4892-8b71-eb33b38de9d3,ATTACK
162273eb-7e9d-4bb0-a7ca-78d488d275fe,NORMAL
2a406271-3631-4679-a092-ad05314bfd2f,ATTACK
49d52e37-a9e9-48ce-89d9-cafd4314f32c,ATTACK
29a05357-f8e5-40e3-bfe1-38fd9873e7d7,NORMAL
503e1447-e4ba-4f67-b97f-049a7b2a2a65,NORMAL
e94a6077-c61a-4f67-9700-c7b10903a930,ATTACK
96b4cbf8-1bd4-41e0-a9f9-cdba2b0768cf,UKk<s)b
b518ee95-b7a4-4297-9671-b270029bc299,ATTACK
4af69d58-5f1b-4573-b681-8b8df733d5e4,NORMAL
2c12bdfb-94d6-46e9-9850-784763537dad,ATTACK
ac562274-45bf-40b3-8f52-d79051b53f5f,NORMAL
4cde6f00-c159-4f77-aff4-5bf255e38c10,ATTACK
b07532c5-c06a-4d67-a049-c50220f514dc,ATTACK
62f93f30-71b7-4220-89f9-ba01684d7677,ATTACK
9ea6e229-9bca-4fa9-b19c-2031d2b5de83,NORMAL
45ea6740-3824-4c58-97b8-fe7093964d74,ATTACK
3ad1afa5-3b0a-41bd-8ddb-c1aa46c970d0,NORMAL
05bc3bba-0de1-4c7c-b769-7fad51401639,ATTACK
2f62ebd1-5c01-4df8-9fbc-3d899ede1d9c,NORMAL
40f93098-2ef0-4703-991b-5bd4b93c6413,NORMAL
f447bf63-5777-4dc8-be29-27c221d55da9,NORMAL
155be3d2-e859-46d3-b387-f92f08dbac29,ATTACK
fcfb14c5-9e6e-4bef-8671-2118d200e073,ATTACK
0b2ee281-21e0-4768-adef-dcaec355b795,NORMAL
80046650-a9a5-40d9-bc93-75582d8dbf4a,ATTACK
414b406d-d242-41ab-b2f6-08bb6e902321,NORMAL
b4e9a9a9-34f5-4b51-b532-c48d6158c271,NORMAL
b1c1bb95-56de-4337-85b0-4b20cb54de50,uO*47lUy
253b70bb-ed3c-4d15-94ab-9ad5b630c507,NORMAL
97276619-5aa1-4ae7-bcd3-87f1c5da60eb,NORMAL
ff655d26-2155-420c-8746-e78c162e2f52,NORMAL
d32596a2-f709-49dd-9530-7aab7ef7439e,NORMAL
d25a5f8e-a7f4-46f4-b71b-c7b06969b95b,ATTACK
86e4e7e5-7c6b-4d3f-91e5-449f9dbfd7ec,ATTACK
57892f6e-83ce-4a22-bde1-a9fab3ead15d,"7,(=fGWS<"
990a83e4-8545-4ee4-8153-8a5340a9982e,ATTACK
554795fe-06b7-4cd6-a996-23b687fda872,Ikr)47&>$
129ca9a9-e86f-422d-bf8b-97d59437d48c,ATTACK
c96d5cb8-ee11-4f15-b3e0-b422518de1cc,ATTACK
359c4a98-b223-458f-b466-25d9271c19c4,ATTACK
f19dc577-5589-4164-99a6-3678392f6ea5,ATTACK
660aac99-ac22-40df-bb6a-c7fa9c8a6056,ATTACK
29bed0c0-519c-41f3-940a-8914e1cccc59,NORMAL
ebc57c9c-8c39-4ae7-8446-0d671de19007,ATTACK
84473915-5e00-49ba-995a-05a5cd5e4186,NORMAL
9aa8de52-5918-4b26-b822-7a89a23ce350,NORMAL
39ac2ed1-6d08-4fbb-9af0-9a5067d5c7ef,ATTACK
7c2f8138-2fdf-489e-9cff-ffb4e074c50d,NORMAL
30f16310-e2c3-4f96-8a4d-b3377933c7ae,NORMAL
bc492542-ec8e-407b-abb1-8ac51fa6eae2,NORMAL
faa99b1c-a81c-4500-9bb7-3ebb43209232,NORMAL
ecfe5183-6a29-4d7a-ab39-6c0d0cc85ee0,NORMAL
c575cd05-e95d-400a-81d1-394cd398ba7c,NORMAL
4491e323-6d33-4f9a-a96e-f4dded61cc71,ATTACK
053d3f2f-de08-44a6-b3ad-3d3d067a5347,NORMAL
dd19ab0a-d308-457c-995f-df3a6facac86,u:j
750e80e5-c3b3-47fc-b73b-b1dff6b16696,NORMAL
8d66975b-7d0f-423d-abc5-b992d2c084bd,NORMAL
615cc966-923b-4e14-b013-ff931b1fdf18,ATTACK
0703a57a-3405-40f0-a9a5-b7d76ba25137,NORMAL
eb4c7303-7c8f-49e2-b87f-bbcc791041cd,FrgGv8^!dbM
481bd8f9-8b9f-4ee0-be5f-7e90fda9d044,NORMAL
aaaea842-8050-4ad1-9145-da7c989e7c2a,1i2=YbWQ
0797cd05-005d-44f5-884e-727eb1aa7ce7,NORMAL
b5d1101b-6967-495a-8d3c-c3a76a26bace,NORMAL
1751ae23-c4be-42ec-aa9d-0e321851dbdd,NORMAL
6d52e054-714b-4f25-afaf-42dd9c6360d8,ATTACK
5c5a29b4-a43b-42cd-ae26-0c52c436239e,ATTACK
a74ae613-45b6-48c9-8e58-220c4a622d3b,ATTACK
1745b0b8-cd4b-485a-a4bf-7ff79b5607d2,ATTACK
359b41b2-6d68-4963-a81c-c563f96a249c,NORMAL
f8f60fdc-ffb9-48f3-8812-d546f9dc40da,NORMAL
33703b28-4347-4a27-bd79-5f89d2b59ebd,ATTACK
96c11053-f2e6-46c7-83e5-3d27b588a438,NORMAL
22ade4f9-d8d5-41b7-bbad-56b3e6cf49ac,NORMAL
b1521730-1377-46e5-8ed7-822ca52edea4,NORMAL
8f6120f3-6be8-4dda-995e-14829a3caca2,ATTACK
1d0d6639-bfeb-467b-aa64-9682cf69f62c,ATTACK
b882484a-b8bb-4ea8-9995-480078cfa84e,ATTACK
eeb64e34-1efe-4b6b-8cb6-ad5ac9439b89,|zU+]RkTs
13d4f436-cb2e-4990-bae5-afb1793d88d3,ATTACK
3e363e99-905e-4465-890d-edc4cb64835e,ATTACK
caa696fb-73f8-4515-8532-fe88341aad46,ATTACK
05b0ab75-7bc4-4dae-8b3f-1c9f43e79e90,NORMAL
cd4133cf-bb23-439e-bd01-29eaf3777b21,ATTACK
56137f10-47dd-435e-8304-df8470cf69a8,ATTACK
7a9833b9-aa59-49c7-8851-7726901a9eb4,V&3k=V/S
5163b210-f8ec-473e-bb05-769342eba1b7,NORMAL
8af9a8f7-a55e-408f-8e1d-101b29d5c7d2,ATTACK
4159e5a2-fa07-42be-975d-b7507f39df35,NORMAL
c5bbf100-a876-402a-9b8f-851bf6ee1335,NORMAL
e6c7839f-3661-4743-a88b-16d4cb913c7f,YR :Y0Xfv^
158c9603-ffb2-4df3-9ce3-369af817892f,NORMAL
c53e990d-dc54-4c47-b63b-ef9a0f1fb355,NORMAL
9a14899a-ef8c-4910-8176-9c39f9d015c4,NORMAL
f4091570-f835-432f-8f65-eccc9d5b3a39,ATTACK
d77a0553-a6db-40d8-b9e5-4b859be1ec60,NORMAL
2c463910-01c0-4560-9064-9f397106eed5,ATTACK
98bda795-9195-4320-977f-5fbb6b18b75e,NORMAL
4b4c331f-e5fb-4049-a287-06e5a9a130c6,NORMAL
de2834a3-f53e-4f72-a7a5-238147e936a3,NORMAL
1e26e7bf-438e-4308-ad82-173899d8eb7f,y)1K7I{pTgd
21473b9c-bb8e-4660-a66c-cc763abc6b6c,NORMAL
34eadef3-b9ae-4026-9a12-aa94f4a2a8de,ATTACK
d35d1d56-920d-46a0-b2ac-ac4fcbbc0820,S)v
f0aa476b-a081-44da-967c-799624392386,ATTACK
6b28ed91-9781-4659-8d0c-bcb03d958d50,ATTACK
2eefd76c-ce69-4be0-bdef-564f4c61980d,NORMAL
00ba50b5-57b3-48a8-b43a-f55b4db72f04,NORMAL
b75f250e-030a-4e40-b928-bc0b1aad3eeb,NORMAL
07cff283-0ea7-43e6-a07f-a8be1cb6e549,ATTACK
709548fe-7e2a-4942-90dd-8ed49451e65e,NORMAL
beba3502-259f-48ad-a384-d688f9130cb3,NORMAL
8f528c37-d7a7-4d34-9f83-1b9c892bb25c,ATTACK
fe95fc99-71b1-40ba-adf3-111e4371262a,NORMAL
d7a56cb2-8eec-4157-93de-88f36377b78c,NORMAL
131aa367-fed2-4e6d-8262-44994cf2c08f,ATTACK
f9b74d98-24ef-44e7-a0ce-69ed72a97f97,ATTACK
7e83217b-ea2f-45eb-bedd-58b096fa5f14,ATTACK
e839b153-be75-4216-860d-9915e0d26d95,ATTACK
7ee9a75a-51bb-4667-82dc-62b4d3883466,ATTACK
316b4885-3a47-4073-b3a7-9f9c9f94fcbd,ATTACK
f266de2b-fded-494d-abdc-a840c05ee50d,ATTACK
11370e51-756c-44bd-8a83-8d708703043a,ATTACK
c14fa540-f044-46cb-8285-2c9abc7532d2,3Ioo^
ce3ccce7-b0e4-4e2b-887e-793408a472e3,ATTACK
92ee39d4-4b0a-472a-a381-8ba2d6496f1e,NORMAL
9ee6311c-c7b2-4636-9752-bb45b6cf1241,NORMAL
39e99f7a-21f1-422a-80d6-ad5ac34e77e3,ATTACK
d6421975-7147-403c-a015-acc6a1c7070f,"j%;hw9Ca>""~"
bbaa0330-a0b5-4ca3-83ec-354b6b130afe,NORMAL
22413055-b2d0-45c6-8c70-b2ac34714c46,NORMAL
e8e39116-0b9f-4444-9092-8453cdd8bdfc,ATTACK
f94b7fba-e1a4-4808-a87f-6e308fb109ba,NORMAL
7951b8d2-1aad-4b73-9cbe-245e6a0e259c,ATTACK
c9c27819-0389-4628-a41b-58adbd8c6ffe,ATTACK
6a56727d-359f-4d19-86b9-fc3b1232e922,ATTACK
1ed84cb8-2d4c-4da3-826b-eee85d5ee9b0,ATTACK
e53b643f-0b30-4b10-853d-14a6092cd7fb,NORMAL
ce78558d-1b5b-4e07-b9fc-5fbf03d5b355,ATTACK
00e568ea-b585-429e-8716-bcdaca400c9f,ATTACK
15d3bf65-7176-4aa0-b9f2-4d5d3aea9ab6,NORMAL
58a1ffbc-9fbb-4788-90c6-6f47c84abb24,ATTACK
d9503913-027b-47ae-bcf9-0739910b3c28,ATTACK
a8f72cb9-cafe-4d3c-944b-f9112ac12821,ATTACK
dd092249-6275-485a-8c7e-4c1116228fa1,NORMAL
1694d791-48c1-415f-96dd-4ced5df787e4,NORMAL
d08def88-dd14-4343-b77b-2aced8b3926a,NORMAL
b12e9f86-4198-4b4c-b271-54cfbfc7d934,NORMAL
930f289c-c472-461e-b050-b6d1a011f560,D_A~)'S
91eebee6-4ecb-4317-b68f-b594ebf37e76,NORMAL
21269c66-f17c-48d0-b819-6908323cb7ba,NORMAL
03683155-efc8-428b-b940-c1f00d73d333,ATTACK
c9f15b21-f635-495f-8ca9-ddaa8390db39,ATTACK
ab58cd3b-fc74-4a1e-adc2-312e0b8a2861,ATTACK
963db8ad-7426-4f29-8cd3-21a24c456620,ATTACK
fb35001b-4ab8-4fc0-a76d-47fbe3e32a2b,NORMAL
7e68c2f0-0019-44dc-85fe-1c51360443ca,NORMAL
0fd3078e-2c92-4592-991d-a8267fae0660,ATTACK
b2ea1b27-36ce-4987-a76c-4d3499af6eeb,ATTACK
b5a34a37-f89a-4eb2-9580-3ba3509a64f4,NORMAL
ef81d212-1a61-456e-a719-fe06278d9dcf,NORMAL
d3510e75-d6a5-43b1-aacb-ad355b63b467,NORMAL
f52f30db-adf6-46d2-89d2-55faee332d2b,NORMAL
39edc27e-6256-44b4-9e80-d13c141410e3,ATTACK
fdb58912-532d-45df-a930-b7ca43a27bbf,NORMAL
1c0b5e4c-bc1f-4aa9-b09b-7859295f60de,ATTACK
3b37ff30-49ef-44a6-8a1a-a6506f01b42a,ATTACK
9b81b4e5-e90e-4e06-a07e-a37066f84960,ATTACK
45b31100-7cca-4b79-9603-71a55759a4c8,ATTACK
95fa6d09-0136-4f24-a8e9-7a7082c09f90,ATTACK
4f3e536c-540b-497e-89f1-a225415e2783,ATTACK
ef642a78-dbf7-4278-b8e5-65cd055da639,NORMAL
628935d2-dd86-4449-84ed-c72c56a7b75e,ATTACK
28788941-9bce-4649-8956-54f1753e65f8,ATTACK
b7da1fd2-7742-4948-8100-cac407437afb,ATTACK
75f72662-1c54-4b0d-9529-db82b808120d,ATTACK
579be3f1-b1f6-4475-aa98-938c9ad67733,NORMAL
48602537-0e84-4407-8e19-765601a38852,NORMAL
9385ccb6-330d-4aab-9679-125198c579ca,NORMAL
d290dd17-9a46-4f5d-a038-d60d2f285f78,NORMAL
9327c011-6a0a-4888-ac1f-6aeb24516d0c,NORMAL
4a3731e8-8c70-4e63-8037-35cba97bca36,ATTACK
2336fa3e-a415-478b-a919-13abacf70e55,ATTACK
d909fc96-79c0-4f72-bed3-d431fd3e0b79,IA-LCDS
f814aa2d-23c6-46c2-8896-4db6698b2e62,NORMAL
45a81b06-834e-44c9-940c-cd736124bc03,ATTACK
ccf534a5-e48c-48f8-8b5f-4ec70d16c1df,ATTACK
2fde59e8-34ec-433f-9e89-2d834bbdede0,NORMAL
b7f66601-0cfb-4557-a7d8-7208ede5daef,NORMAL
9b6ac609-1f0a-4d37-b973-165519cec41f,ATTACK
4e223f97-c5b8-4077-b572-627babbdd115,NORMAL
348355b4-8298-4df4-be6b-daca6b40fc5b,"vBWNz&7,,B"
3bd3de6a-d258-4fb4-a9a2-a92fa8e4a8fd,NORMAL
b415bfbe-4033-4de4-869d-6181b25d86b5,=>Y{LJtf]Y
68192a1c-5d2e-4cca-8b2d-ab6ecbd1815e,ATTACK
a870671a-4ec7-4785-ab72-cf134f4825a3,NORMAL
98a37b79-8d15-4fc3-89bc-9182dbe0e7e0,ATTACK
fc62143d-0e04-4df4-a52c-2fdb8e8026bd,NORMAL
77a319f0-3446-48ca-959b-4b3c7de45e7c,NORMAL
aa2347eb-9025-4bd5-82dc-da1c05f30251,ATTACK
4e0e0d6d-eb3e-4c69-ac7d-bae642b3c26d,ATTACK
7665b325-b906-4ae1-8c90-36628cf64ece,NORMAL
07cca42f-851c-4b05-8ebf-e7260c1af51b,ATTACK
fe8820f4-cbfa-42b6-9eb3-1f283cc8b8e1,ATTACK
4df50fcf-29ba-45ac-931f-c3623e38ad01,ATTACK
b1e03877-e799-4444-a57e-77fbdc0c5412,NORMAL
62c554e6-b64d-4e06-8edc-7ffdbe042a14,NORMAL
37610fa2-89f1-41c6-b6ac-2f134adcd520,ATTACK
784b9eb4-04ac-42a4-bcc2-e7804ffd0e53,ATTACK
3ad6098f-843e-44d8-8905-6866675a1500,ATTACK
81144e81-9a96-44f4-ba08-906201fd9cd3,ATTACK
9e7fa2e9-923a-4480-bd4e-fbda2eb22407,NORMAL
da7acb8d-9054-4878-b785-4f289ce6fc93,NORMAL
230d281a-09a6-4332-8cd9-c870c62e7084,NORMAL
6ddcc9d0-d9ea-4083-aab7-e30691b04140,ATTACK
43e5a3a9-facb-4d5f-a084-f3e4772f77da,ATTACK
c2a28154-5367-49cf-8318-f161badf1318,ATTACK
d109c3ba-6a22-4714-a0d6-fff94fa69653,NORMAL
7036ec69-96d0-4e18-af26-de2a883b7233,NORMAL
b5eef0be-0eb2-436d-bcf2-91edc187da56,NORMAL
b0cf645c-a5d5-407d-bda4-995bb6a4294c,7KT0
e0f4e74b-2d49-40e9-840d-cc23cb089b7b,NORMAL
3681502f-52d7-4306-90b8-adb7b9cb59b4,ATTACK
66e93bf5-9ac7-4512-b366-760be865fb07,ATTACK
e46e600e-0ecc-40ee-ae3a-a98ee29f734d,NORMAL
18fbdd05-d22a-437c-883d-d1a009313bd4,NORMAL
2cdc1a4b-20c7-4330-8409-f3a721822722,NORMAL
c79a0ac2-1d1e-4139-af64-9e6048417158,ATTACK
66adcef1-93a6-4b6c-bbe7-11ae6bfcc2d5,ATTACK
597d9e0c-ec09-4aaa-8956-f10d4d59adf8,NORMAL
c347ae4c-6918-4757-a63f-dfcf578fc97d,NORMAL
45490755-1293-4afd-b932-33b9fd57b2ac,NORMAL
78b6d08e-671a-46af-956e-4ca557b0ca49,NORMAL
59bc2913-055b-466d-b1b6-6db6796d00d8,NORMAL
8ccedfdc-49a7-43a6-98ed-05315046c936,ATTACK
a1252ca2-c450-4bb8-805e-b4653f6aea41,ATTACK
9c5e296e-b42d-4f6a-bd65-8d36137fa81e,NORMAL
fc8afe80-3d41-4569-92cb-cced421e0910,ATTACK
e6b8ff4e-d827-44f9-83af-1faa0eee758b,ATTACK
cd02dbb0-a265-4418-babc-04a8431e359c,NORMAL
ab170ad1-0ea9-4a43-8148-719414b133ba,ATTACK
1c62264b-91e3-4d80-a29b-a2dd10275977,NORMAL
6640f85e-1ee6-4aa9-b8fd-b02c2e9a37e0,NORMAL
e5267b9c-5a49-4f32-9d3e-2769780b35de,"'l{,.SJ"
7a8f4b99-4a64-4dd3-a712-04c87a9d10ad,NORMAL
006f50d2-9ac6-44a7-85d6-209ba419f249,ATTACK
2dadd81b-f05f-43a0-837f-2958d883a644,NORMAL
6f9803bc-c6e8-4a35-beb2-e9ecd98121b7,ATTACK
d552d917-13a2-40f2-87f0-41acaeaa2210,ATTACK
0eb5c592-c964-4a0a-8fd0-34c42c8425f7,ATTACK
12508a88-6a4f-4228-81ca-1b294eb648b8,NORMAL
e2d17b45-950b-43c2-a521-c2c6bcf0d0c6,NORMAL
7848e5b1-e0fd-4126-a0a9-6ac5964edc74,ATTACK
20ac6fcb-00d0-4450-9a35-4c363a8f925b,NORMAL
c4d4ad31-e6a9-42e4-ae38-ddbc5262a425,NORMAL
15845182-c056-41f2-b032-df848e77425e,ATTACK
f1d80058-d81f-4551-b6fb-8d4c943a104f,m33)0}xVAQ:
e181e246-79b3-43ec-a3f9-afbc2b8c35a4,ATTACK
3c035fe2-f36d-40b6-a332-1757eaf4dd0f,NORMAL
691808df-edb4-43f6-8087-0c098f98bcee,NORMAL
efc99537-5bcf-4577-844a-8134a80fef18,ATTACK
17353a29-a4df-467b-b5a6-4c1ddb3695cf,NORMAL
002c1129-ae6c-42cb-bb1e-da8bc411e7e1,ATTACK
6d1ee1bc-1e67-47d0-b745-ce9f0b800058,ATTACK
f346e936-adb0-4655-a630-104244f8b282,ATTACK
b32eb277-ceb9-4a93-bc60-955dfedb7a13,ATTACK
58e3e51d-0d8d-432b-b3ca-7f96e9a8722a,ATTACK
09190c8c-0875-4ad0-94cf-81a26f899d19,NORMAL
2ac49480-a6d7-4a07-870b-3294a3f1e18d,ATTACK
f000d654-325a-4f68-9b2b-b0e48490ba09,ATTACK
4f22e407-6e5b-45a5-9364-133e6b1e9473,ATTACK
ca8f198c-ceea-4b68-ba11-01efc4455dab,ATTACK
750a6f05-b97a-41ad-97e5-e7ef8607f5d0,NORMAL
14cc3838-5205-450d-82c4-73b5d2acc6ff,ATTACK
774250f6-35bb-4225-9518-16930479da9d,NORMAL
082f6002-afac-47db-967d-33b644e9aeea,NORMAL
19702f1b-13b8-4401-baf3-4bb7eb1c2fc5,ATTACK
f2e6dcdb-c05e-4e2c-8884-0aae3b0bced5,NORMAL
8634abe7-3ee3-4a3f-89d1-e75fb375b29d,NORMAL
58fdf0f2-991e-46c8-9e50-4b849edf6b85,NORMAL
e13229fe-910e-4346-bd75-c06328b7a0e9,NORMAL
4bb03951-63d3-48ce-aaa1-fe275b4f4a2f,ATTACK
ecc0688b-1e1b-4419-b773-38c3fe5ecb85,NORMAL
2a08d3b0-b9cb-4e0c-b295-c6fd6e680b21,NORMAL
8a98adc4-8b9a-4d40-b937-598070817ae5,NORMAL
7b57939f-7953-4616-bc28-afad5d759fce,NORMAL
6db6f7c8-8ccd-4c49-8307-832fbc512a06,NORMAL
676f46fd-adb2-4840-9d91-9cd37e6648d6,ATTACK
fd5fd152-e44d-4d74-ba51-11e9283f1cba,NORMAL
2325ac78-0400-4b59-a1c3-f0fd04db2dfa,NORMAL
