event_id,cardid,posid,posname,date,time,payment_type,payment_circuit,amount,currency
e9f2cbb5-bf15-48db-b94e-95eea1eb2aed,aab2861a-635c-4f89-b822-ab44af6f9055,770b8ed8-3d13-4233-924e-cd2ce864dc4f,"Brown, Saunders and Johnson",2001-04-01,19:42:58,CONTACTLESS,AicRE&ePMgA#=8FZ~TO,334.34,SPL
6a568669-9c21-4cca-a40c-257cdb4c5af9,d67cb1cb-83d0-4890-9e3c-ed31cea1ffca,ebf91edd-f62a-4264-8200-b75234ae4491,C$&9{{WKZBEH(xJM}*5<_jo7)-,2002-01-22,05:20:14,QR,MAESTRO,885.42,ZAR
c26b1e42-06ed-4de9-8a95-4069006ab8aa,514fa973-5078-45fc-b2a5-9acf7b23281f,a11a5b1b-8494-45e6-9e30-4ce7a9e59e4b,"Arias, Burke and Thompson",1977-09-16,19:57:02,CONTACTLESS,MAESTRO,{!vh btVMuin,NAD
9aed860d-2aed-4ed1-b01e-ea6555d4c7dc,77af5df5-e659-4ae0-bfc2-5d45b7db77e9,da989fed-5170-486f-86f8-687bddf13c59,Gardner-Ross,2002-09-10,15:41:42,QR,MASTERCARD,278.29,LSL
511fc3d9-b9c9-4a74-bdd1-677873d28d97,3994cca8-015a-4b06-a265-81dee051a6cf,d972b464-9a26-412e-81ec-0f8357bf3a6f,"Stewart, Dunlap and Bates",1994-07-31,15:13:48,NFC,VISA,946.98,$yI
84cf2c21-0573-4e05-8a53-3b77384b5d7e,e4434aed-7616-437b-af71-788755674f01,"GJr/Y~m=|1F%< ?CyS^Fo*pucwB!qH9zQnl*Pix5"" eAe^DK7)-0l|v)V3#Y_fy7clav_\;",Parker LLC,2003-01-26,23:58:17,NFC,VISA,625.05,BTN
90213f6e-0886-4130-84f4-943e5c1da506,efb68566-61d7-46a9-9b15-4f034b1ffbd0,e3a5766b-5f14-42bd-97f8-f058c27cd970, <'V&]%0mL'Tm.I}`#u|pOy0k;t'&Sxll,2020-09-26,22:52:42,CONTACTLESS,MAESTRO,475.48,MKD
ca107739-1416-404e-aa9a-6a06c25636ce,ea319774-8304-40d7-8f70-e33c365216c3,3dd29734-a393-44b7-b1b9-e5e8154d20c4,Mckinney and Sons,1988-10-02,00:20:59,KAU2h,VISA,242.05,UAH
908cde61-4919-4e15-95a3-4ee3550cbf32,dc23787c-7261-442e-af9b-1ef72ea36c44,d5600dda-f6eb-41db-b1ac-7c0d23f279a1,Barker Ltd,1994-01-14,12:52:08,CHIP,VISA,729.3,AMD
8181f111-8447-4d42-a262-25ae75d7716a,7ac17fd5-8358-432b-b290-6c4d2cb214d4,"#04%a^O)az<qp-D;=(-,Nt*&91+K3Em/]u3$mOe\f=1E&Wp&m_1y/bFFa*s%_",Clark Group,1990-10-28,23:03:47,CHIP,MAESTRO,110.64,ZWD
5e46616e-ddcb-4459-8587-d8b750298d44,728dd5bf-7227-49f6-a97a-f97000efd6cf,ecfaf79e-e806-41a8-a0b4-3fb1dd548832,Ferguson-Doyle,1978-09-04,16:45:05,NFC,MAESTRO,287.14,0Di
ca09d903-92ff-44da-a5df-92b166926aa2,1724db8a-3953-4e52-a330-d7fb9eafb990,94e3ba2d-b049-4f8f-8153-87e41ad09847,Hudson Inc,2011-12-06,19:09:34,CONTACTLESS,MASTERCARD,229.14,FKP
39c4b7ef-38f8-41dd-92c1-c1433aacb36a,"'rX<dm.>z(""T$]lI-Qa,I_qg",15540a07-e6bc-445f-9c2e-5d83a655fdb5,Woods-Roberts,2007-11-19,11:31:46,CONTACTLESS,MASTERCARD,26.16,TRY
0aab5d40-b94c-41cf-8cce-4afcbbce982b,8df2e3b2-da9a-4e27-b531-57c711f2ef30,f5a3dc11-86df-45e4-87d8-f27552e059e6,Weaver Inc,1985-04-06,04:29:24,NFC,MASTERCARD,526.8,ETB
8c9fe67e-c7a4-4675-a9b7-be728cc78104,f43568f1-57a4-4929-a892-52ac7a906941,4d53dfa6-fd8a-46fa-8f95-01fbe5469911,Ross Ltd,1993-06-16,06:44:11,CONTACTLESS,VISA,334.3,Q}Sz}t
abc46283-cc2f-4460-891d-83409175d11d,e9057519-9a9a-4c25-9942-59931193da5a,c2500a80-c5f3-4c35-ac26-d68c82ab45de,"Henry, Harrison and Johnson",1981-03-20,23:03:16,QR,MASTERCARD,613.6,ANG
f83535cd-cafa-4197-b451-f55a8ad92ec3,4e425cae-fe44-4757-8f08-a1340c65a52b,04bde585-2c52-41b8-bd5d-f2343f543201,Rios-Matthews,2011-03-06,01:33:21,CHIP,VISA,125.08,KRW
17e7a381-4400-4ae0-8e0c-6daa089356b7,abdb9d75-35ad-4ff2-bd8a-4037578a02a1,5fae7379-4260-443d-a4b0-1a6862a303e5,Curry Inc,1986-10-07,07:30:35,CONTACTLESS,MAESTRO,800.27,MVR
4b0884a0-0deb-4b50-81ff-4e3eafc72aaa,024f5177-a48c-47f0-9044-03fd4b1e4ee0,a4d69a6a-e3be-492b-a01a-8e179126ba22,G.BYHmk(Fn,1974-08-08,12:56:50,NFC,MAESTRO,520.75,SGD
13c5b0a2-5c82-4d94-becb-27ffa646b738,0dd15302-f719-4ef9-9113-eff435cb5ec3,d48d44dc-a28c-4758-8050-fb7539cbff97,Floyd and Sons,1979-07-10,16:42:48,NFC,MAESTRO,624.17,g+CH
7b19717c-788c-4e05-ac44-e7770d0d1875,92bee6ad-5275-4526-af91-f61f192c6049,"OB7=MKhq(j'&4g1c5TSN^.{P>MX,)5OOj}}Y,-B\V<KK","Copeland, Kim and Anderson",1976-07-22,22:31:32,CONTACTLESS,MASTERCARD,351.69,BZD
e2b2d0b7-b9ba-482f-a854-2b26b09d4b4e,"0r8r}RpR$^F$}(4r0kj^+Wt'd04r3TBEz`e'Z@@9gSC""N",363f84fe-dce5-497f-80aa-9ff36e9815ba,Nicholson Inc,2013-02-05,03:14:17,CONTACTLESS,MASTERCARD,689.44,XDR
df6f1c8c-20b7-4a77-ae91-388f52ade28d,059b270e-b4c1-4864-aa87-3fcdd67980fa,a50ea1ab-e19b-4f3e-8fca-9af322e6c65e,Ford Group,1995-04-13,16:06:59,NFC,VISA,183.16,P
a0882496-ce2f-4627-a3bb-ec1eb9066fda,"#'""I2(9C5 lbb#M^;dp&~jutMp>f1jC[gsDs4 )bSn!deK1O;Ebw%X?`N?",5f5b28bc-ab0c-464e-85cc-7dc3189a62df,"Walker, Wade and Rodriguez",1979-02-15,20:55:56,NFC,MAESTRO,166.27,RON
fb5bb89f-15ff-47bc-902b-e8d4058be5a8,fbfd505e-3385-4471-af9a-658c3dcc3a03,aaff5791-3a64-49f7-b808-0df9344949e4,Morris-Patton,1973-07-04,20:08:57,NFC,MAESTRO,420.21,SVC
43231d2a-e248-4898-be33-a1f8eee693dd,1c19cafb-5a0a-4707-a765-ccec31de0f39,88868a52-c924-4f66-9260-440a99453b35,Vaughan-Hansen,1994-12-07,05:24:41,~:<SYh{SH,MASTERCARD,291.95,ZAR
f9f7f017-1d45-44cf-b533-6d7265143386,50022bee-667f-40e8-8258-0f531e2c9df3,77b075ae-1c11-4924-afcc-65f583d1356b,"Brewer, Long and Murphy",2005-06-22,12:47:09,QR,VISA,428.79,SZL
3a51a1ae-795d-40e1-921c-a905669b786e,0ab6f845-8f41-4012-b8ba-0379b0494915,b2c6973a-6437-4980-8292-a1a2ea3de859,Gates Ltd,2008-10-19,19:24:12,CONTACTLESS,"Dum}\X~`knP|;'""p#{,",974.73,XPF
40fdeb0d-ec87-4994-a69c-c54829fbe2a0,4b9aa611-5d0e-4ef0-9f9c-4de8a796b873,5a43c9d6-39a4-491c-9a82-a859781c7e51,Woods Group,1978-02-08,17:42:28,QR,VISA,$6ZO,UZS
903ca342-7763-444c-b655-e5a8d3a5a4cd,dc64a787-eefb-4be2-8755-b21eb671dd65,65190566-2124-49c0-91bd-583ae8c075a4,"Thompson, Edwards and Vasquez",1996-04-04,12:24:09,CONTACTLESS,MAESTRO,669.63,JMD
a7b1846e-2336-4de5-a335-0008b1ace4c8,34ead4c9-a820-43e0-8447-252ede6b60ef,b5669dd1-4317-413a-ba30-e08e0c814167,Adams-Lopez,2003-12-16,06:00:40,NFC,MASTERCARD,276.74,HRK
08cd9762-69ff-49fa-a669-460dfeaf4220,7de63d96-4287-496a-9339-abc8b4d5d613,1cdaf16e-7758-4b8c-84e4-a671c45ee4c9,"Ramos, Reid and Mitchell",1992-02-10,19:09:35,QR,<1,528.41,LTL
ec538ee0-1ef4-49bd-9e09-ad9f511e1ab5,20af5bf1-8216-41d4-8394-26b2b96aefc9,5c094765-8045-4630-bd85-311e236c1c2a,Frank Inc,1974-09-26,01:08:32,CHIP,keb5U,694.89,HNL
12aa7bec-c942-4c9f-975f-a48ea8f1c2ff,d94cf3eb-8c89-4820-a11c-b32b5a67aa12,f52282f5-23e3-4e4c-8709-46caebd58368,"wbgFW(rj9&^tQ`Z90^,kZ",2014-04-05,01:23:47,NFC,MASTERCARD,816.86,CDF
12e0cb28-0b57-4b6f-9303-88197b2082a0,cd4dafae-1de2-4674-99cd-bf61c73c3858,09995faa-79e7-4009-87b0-056a74feb8f0,"Montoya, Espinoza and Taylor",1997-02-07,13:37:38,NFC,MAESTRO,212.69,IMP
f152dde8-60eb-4eb8-a8c5-8a3e0d0488a1,7bface2f-9c52-49da-86f8-a5dc8f44c00f,bce8dd18-8e4c-430d-b6b6-c4d8435f9181,White LLC,1970-06-02,22:57:50,CHIP,VISA,683.49,1
a1fdd279-2dce-43bf-bc2c-7a16c32da518,d38187fc-fabe-4bf0-9c20-66f565769172,65c3ccca-5d24-4ed2-84f1-64dc123a7638,Holmes PLC,1979-06-13,18:00:29,QR,MAESTRO,2k~]\WX,KPW
34fff3a9-e3d3-4eec-b4b3-fbdef68a1212,bde113c0-1dee-474f-91c9-cc0b4b7b1edf,894ab8af-ddae-44c5-aaa8-24d79fadd6d9,"Armstrong, Chapman and Daugherty",1999-08-06,06:32:39,NFC,MASTERCARD,"vscD,' ;sb",OMR
aa4737c5-07f2-4279-a278-f550cc6ff66d,314f06cd-46bd-48bb-bd2f-3f946d8b8066,"W?<{!i0.jNpxP""ri|0c*44^xTy7)DRBAxN@jFV;lg'|x18R;7I^*D","Larson, Walker and Williams",1978-04-09,14:58:28,QR,MAESTRO,27.34,ETB
8d2d5ec7-22d8-4703-9f87-e4e11e0138d1,".&$U9evU2,UbW1i-?)i4p#TU+@U+P[*URe7`IGHl{IZ%4""t(wD6OHhxY_0",4a4a591e-3996-4a48-a344-a2600258f59a,"Moses, Peterson and Adams",1978-02-04,05:35:23,CHIP,MAESTRO,471.16,BMD
a970bcef-6740-446c-9cf0-69d735811c69,b629b915-a8ac-4576-a8a1-8c7b128fb33a,4ed4fc48-6eee-49d0-aebc-62d0bb6c36ef,Navarro and Sons,2018-04-15,19:40:19,NFC,MAESTRO,256.3,ETB
816ce401-3543-49a7-ae91-96556417bd92,65de241f-fe0d-4f69-be2d-11161dc6d8f6,26bcb3ed-b024-4cdb-9f41-c01c8e162836,"Maynard, Herrera and Wolf",2007-06-19,22:27:17,CONTACTLESS,MASTERCARD,888.83,CAD
563e7ac8-fe6c-4187-bd1c-7cf036b30a0c,3be6206a-99d1-4050-9714-4aefdc8639a7,e17f1632-74d6-4736-abce-a7183e40e463,Robinson Ltd,1986-11-16,01:47:32,CONTACTLESS,MAESTRO,(cG,MXN
033e479c-eb59-49c9-99d8-270226fb8782,187bc879-a9ff-45cc-8957-9bccffa50397,37eddf7f-2a73-400a-9054-1f8afb300f77,Compton and Sons,2003-06-27,02:27:29,QR,VISA,774.46,SYP
6e05b0b9-04d2-4e0d-bbba-5b545606af95,12d886e8-105d-43c5-bb44-9405f4063189,9f1f643b-64e4-4eea-8026-fb346082e444,Davis-Wilkins,2021-03-24,17:38:47,NFC,VISA,558.06,PAB
e4724caa-4cf4-4990-9c71-2da8a6095f13,f8187e20-5a83-4b28-8c1b-aa92d8fdfde6,1db3f5c5-6814-485d-9bf3-77db73fcf9ad,Hines-Young,1998-12-11,17:45:51,CHIP,T[w]QYI(]]x&x=%}T,743.79,TMT
f501fcf4-3c23-4792-b495-cb301c541a13,46034e9e-7b84-46d4-8a07-b4b34b5550d5,6ae64f57-5d69-4fbe-833e-4514c0fc9cf7,Dypbup,1970-07-20,11:51:29,CONTACTLESS,MAESTRO,799.57,UAH
afe8a47f-7ce4-4e47-a614-dd48c79307cf,d967f30e-7923-4f66-a51b-cef42e55a13f,1d8de153-81a9-48ce-8771-8039db93e027,Wells and Sons,2009-08-27,09:19:39,NFC,VISA,628.91,SAR
717dffff-4b6e-447a-b14c-89d5b5cd0689,852ea3fd-6b1a-4b0d-8fd5-078ebf896a3c,af1787d1-c5f0-4bce-8b9d-0bc0200ebfe0,"/&Tq6.55SH?P""pV",1975-09-01,07:40:51,CONTACTLESS,MAESTRO,61.84,GYD
4d3d4560-6ed4-4149-8e35-7139f5f4e32a,8a3b2092-f740-4f75-b9d4-d02089d916c5,a61cc482-4678-41a6-9fd5-31765739e7a9,Olson and Sons,2001-08-26,03:16:00,NFC,VISA,236.51,OMR
099ede32-f5f0-4d44-8d7f-90f04fe20090,533ee442-e4db-4e39-b84e-e6c11de45afb,e5d8c615-b836-4288-960d-9bd8d8e3b743,Smith PLC,1998-02-01,14:39:52,CONTACTLESS,MASTERCARD,982.95,HUF
8c74f1d7-45c5-42dd-9caa-aa3c6f079034,ca987a0f-298f-486e-b94c-4d30b35aa7bd,2888e9b2-a091-430b-994d-200b03e0aa4f,Morris LLC,1987-06-22,18:50:15,NFC,VISA,X5c,INR
880019f9-8fa4-4acf-b55a-71909e2168e2,f13e8300-2adf-4edc-8197-05989c4b8561,6c6ec001-e693-4b62-b1bc-84a22cdc04aa,Wilson Ltd,1997-10-14,14:44:38,CHIP,MASTERCARD,801.81,JOD
ea20617b-4e6c-444a-89ef-20b0c46afa1b,eb76877f-d379-4cc6-aa54-d8009b804ba6,b4869e2a-3df3-4b51-a8d4-db0de438e732,Esparza-Blair,1978-05-10,08:34:44,NFC,VISA,345.97,SOS
83d4a5ac-cc25-41f4-8c9c-24f807a77a54,f1faa6e3-3beb-48a4-be61-d00f7c88bf03,3963c57e-0059-4692-b148-e978c85f71b8,"Reese, Bowen and Garrison",1972-04-19,15:19:10,CHIP,z3>{~[^_312N,814.43,SCR
d2ef10cc-d3a0-4b9b-ab1e-f4343a574ff3,10c059b7-92e2-412f-b06f-a67999cf8e48,2f3624c6-bec5-4dbc-9674-77aa7f4ec8d6,"n/q,}d,pl-",2006-02-20,02:07:13,CONTACTLESS,VISA,846.61,ETB
8049358f-c4ab-4b93-9083-95b9e64911e9,aeccc02c-9ce6-4f85-88c1-d5ad7143c025,7d575d62-1bd1-4484-9fca-bab3ac705497,"Holland, Stevens and Carpenter",2013-02-21,23:28:36,CONTACTLESS,T}o7Jg~p,533.37,ILS
a4ed8e60-f9db-4008-ae27-117674fdb476,6e38e45b-2282-4813-810a-c627d0da72ab,56fdb970-dc4a-43b2-a9d5-5f7b016fada3,7yk19,2013-07-18,02:44:43,NFC,VISA,211.02,KGS
4f01973c-3c9d-4810-a731-a757750e6c31,cb878966-149c-457f-b6e0-4fbffb96e623,3adbf39b-c2e3-4f68-8afd-05745f642016,Hudson PLC,1970-03-06,01:56:24,CHIP,VISA,514.15,TWD
3f747730-5806-4e16-a6f6-613abff8988a,a112a9c0-96dc-4ceb-80c6-a86c2f06615e,77b18525-4041-4fa4-81a6-d4454758ce24,"Nguyen, Tate and Moore",1995-03-12,04:56:20,NFC,VISA,JE]:tP,MNT
57370a76-1ea1-44d4-afe0-13360f6acb64,d0320b7e-dcc8-4970-938f-811b34165e12,29bc6ae7-b7d3-405d-9d7e-a0dd45c21480,"Figueroa, Alvarez and Clark",1981-05-21,22:15:01,CHIP,VISA,"@UBP5yL,^9ri",TMT
36202fc5-7418-4ef9-b9bc-3a072ddbbb6d,30eaf1a6-1be1-44dc-9c6f-28beaee97e0f,8a61f0f4-f5b0-4f08-b2dc-f3c2ce1cf7e1,"Jordan, Washington and Nelson",2014-10-20,08:58:36,[xXet,VISA,410.22,LKR
d599ff3b-f276-43d0-8cea-700b5fa24cd3,fc403b90-0ac2-40d5-b878-75937e62e478,6a0525b2-03be-4a89-bb02-ce199f649f6b,Pierce PLC,2015-06-11,15:04:00,QR,MASTERCARD,553.21,VUV
455a321f-9e7f-433d-8ef7-fdf8c94c6e3c,fb1d5289-0473-4c66-99b4-d965202ab3fc,cc5ea01c-302a-4069-8865-d512c651d96b,Gentry-Garcia,1993-10-08,14:51:40,CONTACTLESS,x[7bR,419.52,XDR
43d22121-4e74-4566-81fe-1f7383c300c8,GA3Md(djZcE_ZL0w8/5-.;t\j+c$Qp.t[@7^,fb34af70-07cd-4734-a9e8-e8f526ec2487,Goodwin and Sons,1979-06-21,14:53:15,QR,MAESTRO,492.32,DOP
0ade36e6-b3b3-4ad4-8ca9-e255d6308871,3ac49488-acd3-4d93-a8b2-f695d0c30559,79195c68-4af9-42e0-8337-35902c5d3e8c,Griffin-Perkins,2013-03-21,17:48:47,CONTACTLESS,VISA,99.97,RWF
216fd428-f0ee-46b9-8e91-4a5d4709d2cf,c9e85e97-178c-4d72-91a9-040bea707533,966d0181-1504-4b19-bd7a-56165e998a4e,Flores Group,1972-11-27,02:21:36,CHIP,VISA,723.43,OMR
ca702d9f-17b2-43fb-b6ab-28eed73a31aa,5d35c942-4e8f-45e1-9c51-54e08b6eaafd,c42e27af-579d-4dbc-a9aa-bd4261911956,"Huffman, Harrison and Durham",1996-12-14,13:14:14,QR,VISA,976.15,/
31216259-d882-4e60-a328-538f8d00600f,e56530fb-6c4d-49f5-a5be-2773bc735228,92fbe374-01dd-4fd3-9705-a7e9e83e4a2f,_`&SPg95\1~|\A;F0|eK.wt[w~nr)*^K|DM=VC:J@^6QHy:1|rcG!R=,1996-11-02,18:45:25,NFC,MASTERCARD,445.68,INR
7270f74a-d48b-4e07-b029-7a2bd3a136be,a+u|>LnyF}!LKTDPj=aht!c<w6<tGnqh9Gi-,a57d6932-3639-4b7b-b9f5-d9c3eb1235d7,"Bailey, Christensen and Davis",2012-10-01,17:26:11,CHIP,MAESTRO,202.55,PHP
b648d16a-4343-4a4e-94e8-db80a6efac5d,820a7c83-2b1a-4059-bc37-36724e5543fa,4b73b124-00ec-47c5-b63a-943b04976d66,"Rogers, Douglas and Johnson",2018-05-18,03:37:49,QR,MAESTRO,239.16,\KP
5440d29d-d132-4c62-9a98-3944e03f5fd8,1b2681f9-8d7c-4333-898f-d3d386cf7539,bfacf580-7b6b-44d0-b287-414bbcbe4263,Trevino Group,1991-08-22,15:37:28,NFC,MASTERCARD,867.4,XAF
e4074150-9ba9-4175-a25f-577c27271176,8aa02f9f-1545-4bd0-8fdf-d313a56f3db6,93a03ccc-548a-44ff-86f9-0ddf141f8be8,Davis-Evans,1985-05-28,11:22:52,NFC,MASTERCARD,671.36,"k""hXAC"
f1e19d56-b602-415a-b1d5-ce7e76b28e1b,f759c88d-bcc0-4f0c-b298-eb776e26b9a0,15eb7cbb-9ee9-40c0-b5c2-f0a94a591b6a,Adams Ltd,2000-08-10,02:36:00,M7_M.Gdyj?,VISA,289.22,JOD
e437a274-8b77-4f13-bd31-7c30c340d558,4-FG`J=y=2w!E5z>+kB.c1*!}QhpR!-CjGfdX7]@;WckCD)ms?#;#2|Tn7MT,f7b1253a-37f8-4741-aa67-de9715f7a871,Owens LLC,2013-08-11,13:01:02,QR,VISA,713.41,ZMW
f0f178c2-21c1-417a-8da6-97b890c51009,42c4e4fe-56c1-4c9b-a165-9255b7f31791,43d0730e-873d-442f-9088-fc0292b5f879,"Baker, Peterson and Buchanan",1997-10-26,03:55:17,CONTACTLESS,MAESTRO,145.43,PYG
de1c1b67-b147-4fc7-a87c-a8b3fb6a795e,3d0751f7-72d8-4572-95ef-5fb1e2b7bff1,0cdc4c1b-f265-4ab4-b92b-1157a2fb1a71,"x4V]V1jXcbAL2mN#,L?n4V-=`3aZ'k)Ech0g'?Tr",1990-10-02,14:32:50,CHIP,MAESTRO,909.32,GEL
959898ef-f108-4b42-aa88-57760066ec9a,f50ed800-9fc3-482d-acbc-7c06ce47491f,521e0ebe-be1a-4c42-a150-22fbf3307f1a,Thomas LLC,2012-06-19,21:56:20,NFC,VISA,'~~gb,PGK
8a69237f-72c5-4be4-91f0-162f6bb39354,689746be-f7fb-4b98-b5be-5a19612d0d98,661306d0-09c0-427b-9908-ee42087f5b79,Elliott Inc,2001-03-20,19:39:20,CHIP,MASTERCARD,364.76,ISK
18fa8d43-d144-4620-8521-3e99d7a4cbc6,6d120def-2c8b-4995-8a32-ffc8c46bb442,"Y*v4}^ kt[6UX-;.,vxlZ*97wlW1s<Mr_2nh.{.S6e_ga0.#g+",Carroll-Marquez,1998-12-19,22:29:20,CHIP,MASTERCARD,941.11,ZMW
22c799bd-430e-4b81-af97-4fa0e65a0b85,67fa5e92-1c0a-41d8-939e-5dbf72f47957,70fce8e9-0fb8-4413-9961-84cd5ccf21cf,Velazquez Inc,1983-10-04,23:23:47,NFC,VISA,156.2,KMF
8069d4d9-02ce-49b0-9baf-043dfd663c05,6c270292-bb2f-49b2-8360-e8b678f4cf71,8a98caad-17b5-4b86-9b8b-edca24536164,"Bradley, Brown and Miller",1971-04-14,21:27:42,QR,MASTERCARD,589.39,EGP
d053348c-bfff-408a-9fba-564ecc7c652c,1868270c-7494-42b7-9d93-8ed5bdb338dc,4142524c-cbb8-45e2-8804-055611d68e70,Q]W-73G.sP!,2018-11-20,05:49:29,CONTACTLESS,MAESTRO,403.44,GMD
fceaa45e-f733-4e8f-bca5-9009cd0715d6,9bc69de2-3d68-4af6-9fcb-356c836badc3,c5b41746-be26-4721-b1f7-9d562778ea00,Rivera and Sons,2003-02-10,13:13:17,NFC,MASTERCARD,201.45,SEK
c935c47e-2f2d-48f8-a54f-aa0140178fe3,KI9fS5.vwZ^KX=NkJ-?Z>(elLD,96b13edf-8150-4c42-9193-b9ab4f7e3775,Lopez and Sons,2009-01-01,05:32:41,CONTACTLESS,MAESTRO,229.21,SLL
08b53599-ab04-4e2e-a62a-83804ca73fdb,9e3fce03-2072-438f-b1f0-1a750b571e7f,VS+oH#Gh1qrv/AT>cf4jircW9Nix//},Noble PLC,2001-01-26,01:25:44,NFC,VISA,808.59,NIS
21762690-f7c1-4efb-9b2e-29a6dbce315a,58b1eae0-5519-492b-b184-53f07f96b4fe,b932445c-3abe-4562-af78-35790149edc1,Sutton-Rogers,1978-01-18,10:12:13,CHIP,MAESTRO,%&vAQ{gMdE-,NIO
ee6b7ace-c837-451b-83a7-0e1465d6be04,4c7c311b-1caa-4437-beda-c84b107e2d6b,7dc4c124-1e14-4262-bd61-fde430c4ba8b,Deleon Group,1990-06-12,19:16:44,NFC,MASTERCARD,798.32,MXN
b6645303-cb22-455b-adf1-a4d2dea66768,d5af704f-da36-4a83-b617-e81ed392d87d,s` b?]c*0mgk5G71u5QU/7)W\gwawe]G;qN_\W<l289<)zT1cX;Dmo-:\Lztq,"Michael, Patterson and Juarez",1981-06-27,07:36:16,CHIP,MASTERCARD,282.05,BDT
44e493c9-b697-4410-a3d1-1d327777e5cb,9361d7d8-0ea5-4774-a4b6-df23bf156f8a,8f93287b-d22d-4d5a-88cb-c6059c517335,"Wallace, Johnson and Mason",2008-07-10,15:54:41,CHIP,MASTERCARD,40.25,JEP
7af189e2-4e9e-4a6d-a304-0d71bcd4c9e4,ec57c584-8e22-4abc-b6fa-9892b51a283e,43625d54-2577-419a-8fe6-81d711dbbef6,Robinson LLC,2018-11-14,09:27:01,CONTACTLESS,MAESTRO,183.53,MKD
3dd117f1-1944-4d09-bd3a-0893751217a2,6ec18af8-7225-4bed-84f3-ceab14b40c32,20ec8471-532b-4ed2-af65-58f54b19b5fb,"'i&Mh+is5,eH,$,",1970-03-30,16:43:37,CONTACTLESS,MAESTRO,783.7,JMD
133a238b-1983-43de-8e22-dd150974d32d,88a44a71-aaaf-498c-b34c-4a12a26137f9,b5a47cce-f040-4d1f-8b43-695fbddeb512,"Jensen, Nguyen and Navarro",1976-10-17,21:36:21,NFC,MASTERCARD,713.12,PLN
44c5c3b8-d1fa-4bb4-a57d-86b0ec8cccd5,91a98885-9261-4765-8f86-53842a040db9,4s[7FnxfJ &chkA[K!:LIhS&<#f16UIKdrCuq4BO-Fo@pYv,"Yates, May and Wagner",2018-01-07,11:57:36,QR,MASTERCARD,621.26,GYD
