event_id,loc_name,p_id,longitude,latitude
5e46616e-ddcb-4459-8587-d8b750298d44,US,46515a13-4175-4a2b-afa4-3557216bca99,-116.56346,43.54072
ca09d903-92ff-44da-a5df-92b166926aa2,US,92740728-8408-4278-9ae5-2c56c06b4414,-81.56929,41.55838
39c4b7ef-38f8-41dd-92c1-c1433aacb36a,AU,6a78e6ca-4692-491f-a6f2-d1434f63c599,151.08057,-33.79176
0aab5d40-b94c-41cf-8cce-4afcbbce982b,_,c840791b-a651-4a59-855b-a5f49b600c04,-69.08333,-16.25
8c9fe67e-c7a4-4675-a9b7-be728cc78104,TH,d4686c65-c8bd-4928-994b-0ca3b58d8c83,104.1451,15.79408
abc46283-cc2f-4460-891d-83409175d11d,KZ,",;8Z_~H>umj<O'bSi9]<%i:7f857<Vt==*%bVi)m",65.50917,44.85278
f83535cd-cafa-4197-b451-f55a8ad92ec3,y,2de1aac5-c790-43d2-b566-c3b7773890bc,57.3552,51.4781
17e7a381-4400-4ae0-8e0c-6daa089356b7,IN,"}""7*sVfyDM|u.xI{VsjRI[CWx#/i",78.14797,15.45144
4b0884a0-0deb-4b50-81ff-4e3eafc72aaa,ME,3bbf8308-3e7d-4807-acb1-cbbe41cd62da,18.84,42.28639
13c5b0a2-5c82-4d94-becb-27ffa646b738,IN,672851b9-21a1-4e86-b048-5a3a4f762fdc,77.54372,10.12268
7b19717c-788c-4e05-ac44-e7770d0d1875,ES,5eafc40b-c359-4603-be33-e6ac409bac28,-2.98884,43.32686
e2b2d0b7-b9ba-482f-a854-2b26b09d4b4e,JP,29d997c8-4967-44ce-a031-68b76cf4f9ef,135.31667,34.25
df6f1c8c-20b7-4a77-ae91-388f52ade28d,CN,60e74b79-4896-459a-9457-41378d69ee43,112.19028,30.35028
a0882496-ce2f-4627-a3bb-ec1eb9066fda,AU,536acab7-06a1-448d-ac6a-c554698ba6f2,145.06667,-37.88333
fb5bb89f-15ff-47bc-902b-e8d4058be5a8,CN,64033416-aa65-47a1-9f9e-123c6810721b,122.05228,NkuSTZB
43231d2a-e248-4898-be33-a1f8eee693dd,US,1835e918-66e0-40a5-8e19-19a8c0b5ceb1,-93.08883,45.16024
f9f7f017-1d45-44cf-b533-6d7265143386,MX,d8b12ad9-1e55-4ead-b401-9dc19e418e4f,-94.91386,"dh,A>o=-:e+V\p"
3a51a1ae-795d-40e1-921c-a905669b786e,DE,97303f7c-f5b3-4771-8eac-4753881a9d10,7.2278,50.64336
40fdeb0d-ec87-4994-a69c-c54829fbe2a0,PH,a3ea2410-6d97-4eef-8fbf-4557714a502d,124.95278,6.33444
903ca342-7763-444c-b655-e5a8d3a5a4cd,US,a065686c-ce42-4e57-8521-59386b033af6,-119.01677,36.06523
a7b1846e-2336-4de5-a335-0008b1ace4c8,US,c7e14ad4-a76e-4e36-882d-9e741686ccb5,-73.9625,40.81
08cd9762-69ff-49fa-a669-460dfeaf4220,US,0aecfd18-1c23-4997-992e-ac2d4825fb1d,-105.11221,39.57582
ec538ee0-1ef4-49bd-9e09-ad9f511e1ab5,UA,701099f7-8bf1-42db-ab16-8039b4416a9c,32.6178,46.65581
12aa7bec-c942-4c9f-975f-a48ea8f1c2ff,DE,cf80b626-ace7-4fd5-b165-73e76930177b,6.26667,51.21667
12e0cb28-0b57-4b6f-9303-88197b2082a0,BE,ff9477a0-854f-4a4d-b69a-26d7c9da92d7,3.20639,t7d)pVN80
f152dde8-60eb-4eb8-a8c5-8a3e0d0488a1,IN,f31b75df-8e52-4c03-9d17-c76d2325b087,77.9129,25.6439
a1fdd279-2dce-43bf-bc2c-7a16c32da518,FR,509ce3e7-6885-4c24-b3af-238e9351a3ec,1.00288,49.28669
34fff3a9-e3d3-4eec-b4b3-fbdef68a1212,DE,205f7a4b-fa2d-4595-9000-9834364f3c56,8.61839,49.68369
aa4737c5-07f2-4279-a278-f550cc6ff66d,ID,b79f95ad-9027-404c-bf2f-1fd43936cec5,112.01667,-7.81667
8d2d5ec7-22d8-4703-9f87-e4e11e0138d1,AZ,4a8a891c-9b2a-42a2-8b01-b4dae0fcf6ce,48.87498,38.45598
a970bcef-6740-446c-9cf0-69d735811c69,KR,"@xR(,3N{;K9s,VxdM;a<$CVApFgj5ueNM{@4j+}.M;Wr4 8 F!YZnV9U99wP3Cs""hrRR",127.08472,36.20389
816ce401-3543-49a7-ae91-96556417bd92,BR,86bb8663-029b-4402-9bb2-f19ece6f0b2f,-48.59278,-23.7975
563e7ac8-fe6c-4187-bd1c-7cf036b30a0c,FR,4169c27d-c385-4ad0-8beb-f78fb00e90e6,4.7934,45.69558
033e479c-eb59-49c9-99d8-270226fb8782,TR,e78a64c3-76a8-4848-a60b-f4967d16729b,37.3825,7fc T{wD4[4 
6e05b0b9-04d2-4e0d-bbba-5b545606af95,MX,"tgUK9%ghti:\M`J[kP:|_k 53@!r{EVC93II""'t-Fyi _{Rhq[niZ+.+saL4x0MaL{G)g\",-89.66123,21.28306
e4724caa-4cf4-4990-9c71-2da8a6095f13,RU,f76053cc-4ad0-4ae6-927e-e257f5a1c457,35.90057,56.85836
f501fcf4-3c23-4792-b495-cb301c541a13,US,9c4b6f79-0e4c-4a60-8ecb-cec81947198f,-82.35176,27.71809
afe8a47f-7ce4-4e47-a614-dd48c79307cf,ES,cbcfa5a9-5e14-4ff1-8952-a9806a2bac04,-4.83076,39.96348
717dffff-4b6e-447a-b14c-89d5b5cd0689,AZ,22e50a81-9462-4a71-8e69-9447171cd9c2,48.87498,38.45598
4d3d4560-6ed4-4149-8e35-7139f5f4e32a,S,4cf02d82-9a96-41a5-81eb-052555dfc84d,30.4347,-1.9487
099ede32-f5f0-4d44-8d7f-90f04fe20090,VE,854be81d-2f84-4650-b736-32fee79bbc99,-62.64102,CA6!W
8c74f1d7-45c5-42dd-9caa-aa3c6f079034,US,facd3f86-28cc-4ba3-882b-b68250764933,-93.263,45.0408
880019f9-8fa4-4acf-b55a-71909e2168e2,US,495fdd3d-c209-4ef4-8054-a1fbcc4ac10d,"9<8=E8P*1{rb,p\(=s",41.14676
ea20617b-4e6c-444a-89ef-20b0c46afa1b,DE,ef362149-2ac2-4674-b177-485a22d310c0,9.22796,gkW@k;ef*HS&WJHX
83d4a5ac-cc25-41f4-8c9c-24f807a77a54,IN,9718ebc0-723f-4726-945b-101ed74a2f54,71.57737,21.53889
d2ef10cc-d3a0-4b9b-ab1e-f4343a574ff3,US,860f71b4-c924-4f59-afa5-5f2f541c83a4,-73.9625,40.81
8049358f-c4ab-4b93-9083-95b9e64911e9,IN,2e1fe732-989f-437f-9757-1eed2ec4c3ad,78.25795,9.82564
a4ed8e60-f9db-4008-ae27-117674fdb476,CM,2ea4f755-a223-45fe-abaf-27571722c71b,10.7,4.96667
4f01973c-3c9d-4810-a731-a757750e6c31,CA,43d3bec4-37b9-4c5b-9dc6-1e8183e0815c,X(J]/MNO @.q*K9&A&\(,49.88307
3f747730-5806-4e16-a6f6-613abff8988a,KR,b9175e0d-41db-4136-8368-86282f6e8395,128.63083,36.82167
57370a76-1ea1-44d4-afe0-13360f6acb64,US,ff30b05b-0035-4f2e-ac1f-999e347f93f4,-91.73625,35.25064
36202fc5-7418-4ef9-b9bc-3a072ddbbb6d,BA,1aa9185b-87be-4e5c-907b-ccb8db331046,19.21437,44.75874
d599ff3b-f276-43d0-8cea-700b5fa24cd3,US," |Osl(rK;6:0tHdGtu(ezoCf`q}I(RGl%(#|oW11tI`eLmHYH`HS@,_J8Lu[.bIzj",-82.45426,27.09978
455a321f-9e7f-433d-8ef7-fdf8c94c6e3c,NL,727c5463-1e43-45a2-a076-9271cdca7363,5.2875,51.65333
43d22121-4e74-4566-81fe-1f7383c300c8,IT,ff48f8aa-355f-4980-b5c4-7757566d2a3d,8.62118,45.44694
0ade36e6-b3b3-4ad4-8ca9-e255d6308871,US,6717b72f-8e60-41e5-9442-c99fd968abf7,"SWFA|As5""kPW>?3/{*",26.18924
216fd428-f0ee-46b9-8e91-4a5d4709d2cf,CN,6db3001f-19e0-4d3d-a56b-79df63538aef,120.03308,28.88162
ca702d9f-17b2-43fb-b6ab-28eed73a31aa,BR,511df25e-e6cc-41ed-805b-51c6de8a1e6f,-48.29694,-20.87306
31216259-d882-4e60-a328-538f8d00600f,IN,51526a36-7f57-44ed-8c2a-dacab724203e,79.41727,12.25282
7270f74a-d48b-4e07-b029-7a2bd3a136be,PH,f448a389-9d7c-4c8d-a719-544d3e626019,124.95278,6.33444
b648d16a-4343-4a4e-94e8-db80a6efac5d,TN,47902b88-adb0-4089-8d58-1761c302d2ad,9.37082,36.08497
5440d29d-d132-4c62-9a98-3944e03f5fd8,AR,9402a665-276a-48ed-a800-33e673003f1a,-58.70072,e?Fa&w<X~v!;GzXoIl
e4074150-9ba9-4175-a25f-577c27271176,CN,fd185cc5-6cb2-4887-b118-672931efea12,122.08333,46.08333
f1e19d56-b602-415a-b1d5-ce7e76b28e1b,PT,14928423-2fd7-4405-a355-bb9c48c742d9,-25.66689,37.74615
e437a274-8b77-4f13-bd31-7c30c340d558,DE,b82c9cbb-ce6d-4537-a06c-eb1dfbb8ce27,8.63333,52.2
f0f178c2-21c1-417a-8da6-97b890c51009,RU,1c6ecbdc-f7d3-4486-a5f1-b0720ade7fc4,43.2379,N}aE
de1c1b67-b147-4fc7-a87c-a8b3fb6a795e,DE,21ee51ff-612d-4083-adf8-509a7fde9449,8.77155,50.23019
959898ef-f108-4b42-aa88-57760066ec9a,PH,7e7960c3-48bf-4530-befe-71f749da5137,121.96361,6.95194
8a69237f-72c5-4be4-91f0-162f6bb39354,ES,9a566e76-05f7-4880-9169-874b333d5be4,1.10687,0.;%^/qpyVi
18fa8d43-d144-4620-8521-3e99d7a4cbc6,EG,b1008ada-9efe-4695-8fac-e61a9d4c54f6,31.4976,26.67319
22c799bd-430e-4b81-af97-4fa0e65a0b85,BE,67a6f4fa-93cb-460a-b014-c470b7f334db,4.69889,~gJ)\G.
8069d4d9-02ce-49b0-9baf-043dfd663c05,AU,906c8260-c315-42dc-b1f3-bc8e352b68f1,152.70493,|rp)m
d053348c-bfff-408a-9fba-564ecc7c652c,US,5b1ebe35-507a-4a80-b3ad-fa55b6bae5ab,-87.88754,41.15376
fceaa45e-f733-4e8f-bca5-9009cd0715d6,y2,c08e03d6-cbd5-4f1c-85f1-84edec37615b,68.88871,25.95533
c935c47e-2f2d-48f8-a54f-aa0140178fe3,US,31f14e6a-a608-4d6b-a833-5aec85ec2928,-85.76942,39.78504
08b53599-ab04-4e2e-a62a-83804ca73fdb,FR,94d73899-094e-4cc3-ac35-476a731592d8,4.63031,43.67681
21762690-f7c1-4efb-9b2e-29a6dbce315a,FR,ba1593ee-74a9-4f25-aa83-1ecd33e92e81,-1.05366,43.71032
ee6b7ace-c837-451b-83a7-0e1465d6be04,JP,467c7c0f-4236-453d-8f0a-b01252cc16ad,141.95,"/iX^.DDmx""e"
b6645303-cb22-455b-adf1-a4d2dea66768,CN,51ad3f2f-0b68-4fab-94a5-4f9e620cfadd,120.03308,28.88162
44e493c9-b697-4410-a3d1-1d327777e5cb,h}1,82b223c9-17bd-4cb0-a6c9-1344161a8382,71.57737,21.53889
7af189e2-4e9e-4a6d-a304-0d71bcd4c9e4,}@,a45cdc91-cf28-4367-be78-bb6a62e03673,-6.90656,33.92866
3dd117f1-1944-4d09-bd3a-0893751217a2,ES,92a64514-f559-4b9f-a1b5-f524ac03eca9,2.35739,41.63976
133a238b-1983-43de-8e22-dd150974d32d,GA,$->jC]P]K+[Qx5p\![twa-NRAC~(6;e8_JFM/T?`zGpyB#3WhbVRC/Dj<=6,13.58357,-1.63333
44c5c3b8-d1fa-4bb4-a57d-86b0ec8cccd5,NI,c38968c5-3073-437b-9f75-f2333b87e7c8,-86.58208,13.48082
6072aac4-742f-4086-b08c-b800d5ba60b3,US,193ceba4-c5e9-4eb6-a159-be5d224fac71,-98.15529,26.18924
cf94d75c-06a7-498e-8d07-f3d9aaa11477,ES,b7481643-cdac-40cd-a969-b9b6a42f9646,-5.55835,42.64685
bbaa4a87-0ed6-437d-8c45-709dcc27a42d,HT,8cc1df4e-74c3-4e5d-a01e-91e87c9acd1d,-72.22625,18.57677
0b5862f2-cdd3-43b2-8345-8e8a98d028d6,US,891aa3c1-43d5-442b-ab3e-92d8be4258f9,-82.90375,32.54044
842ccd8e-f773-4210-90ad-7272d64b8ed3,MX,9|SvG;:OQol%{ja8e}Zon+3Hh_%!Nm,-98.1664,19.32932
3dcbc211-959c-410e-af5a-1599d881c13e,IN,e3edc3bf-a06b-43d5-a951-145f34fdea57,77.54372,10.12268
f056791a-e375-42ae-b054-ec3e78e86cc6,IN,aEbH`s7Pgm0)gi'$aTum|r0GZSa{Q<,74.4818,30.21121
7f92a384-cca9-438f-8a83-56380aa7e241,DE,3fe69e9c-b339-409d-a5d4-85b693e63f5b,7.02238,52.21099
da8a0b1f-8824-41a5-8196-ce407cc547f7,AR,d69c6b5d-5053-48dd-95bc-4837ac57e781,-61.4867,-31.25033
64893d0f-213c-4197-9593-fd3251027655,MG,d7f87b4f-b662-47d8-b628-577a85543973,48.41667,-17.83333
a275d743-40cf-4bed-ac45-ff2a43ff0e71,9I@~,4d3edb36-45e1-434a-a590-c609a7fd561d,12.87117,50.23271
3194d2c4-b4f1-4e34-bbf8-5412bbd6645d,JP,c61b8845-b1ce-4033-aff8-392688fa22dc,/K(`+9 <,36.65
a2ade748-6dfa-4a2a-8c7d-7e0ad22a1311,MK,ceed862d-b6ac-4de1-a1df-c1321941dcb1,20.91361,41.92361
70127e73-a564-4450-a639-a9f7c6db6e34,IN,f2313e25-6830-4ef1-8ee2-e9423cfcecbf,77.9129,25.6439
c7226431-c632-4ccc-91d5-96858087b00c,CN,cd4a9c02-c5b1-4e43-9330-27f91b6edd7c,112.19028,30.35028
a8b3ea4c-9e40-4072-8236-90a48cefa04f,PM,97380c31-9654-46ea-8326-189122fcd8dc,9.40531,45.53069
bad7fbdb-045e-453c-a603-7a7e46989f2c,RU,5dba0b60-3ad0-4b14-922c-7e2185a6207b,30.38167,59.80917
2848f69e-7a0f-4a14-b0eb-5339577f8c43,US,0f3d1a20-a2d2-4a19-a08d-ab36a0e8f3f6,-94.41551,39.09112
5f738a33-5a0b-4951-a3a5-689b02878b18,US,a3cd438d-9bb5-4126-9b15-c804d01ed204,lfKSbev3:b[D*Gb-ra8,47.64995
8367d0f8-8fa3-48f1-a57a-89d0e13434ff,DZ,"hvMWP;$U|gslW)iM5\$w_f~Lmx95]F3X'orMn7=>Qz$9q9i-bD"":gAe:RWkOctDpPVKMu^",4.62744,36.06386
71987ce1-9512-4892-8b71-eb33b38de9d3,ES,0d06d854-1faa-422f-9579-f9aa9a87746a,-3.67029,37.13548
162273eb-7e9d-4bb0-a7ca-78d488d275fe,US,5d462e3f-6517-40e5-a041-5b8862835058,oe4s9P*UYqE`,29.53885
2a406271-3631-4679-a092-ad05314bfd2f,PH,2455904f-fc66-4662-b4ef-89f0317d9d7c,120.97844,14.8361
49d52e37-a9e9-48ce-89d9-cafd4314f32c,ID,2f14e988-9ff4-4029-8d67-2f3b60ce6a2e,106.85417,-6.48167
29a05357-f8e5-40e3-bfe1-38fd9873e7d7,KH,498731f2-3760-4a86-9eba-580e5509a8d6,102.56365,13.65805
503e1447-e4ba-4f67-b97f-049a7b2a2a65,ES,36a00a4c-f9de-483d-9c97-3141c0bfcf67,|>i m3*m<kW|E,38.10558
e94a6077-c61a-4f67-9700-c7b10903a930,8lFp,a027fad5-d2c8-483e-9971-5c09cfb51784,-1.08593,50.79205
96b4cbf8-1bd4-41e0-a9f9-cdba2b0768cf,CN,027663b1-3d26-4600-85d0-cb79a0d2c73d,117.65694,36.19278
b518ee95-b7a4-4297-9671-b270029bc299,TZ,ba274935-d5c1-41dc-9151-b398a273cec8,39.25,-6.8
4af69d58-5f1b-4573-b681-8b8df733d5e4,IL,b017a760-becc-433e-9c8e-08a561c1432a,34.8732,|Gqb
2c12bdfb-94d6-46e9-9850-784763537dad,ID,4e12bc8d-4e19-46a1-a44f-401dd8529ab6,103.61667,-1.6
ac562274-45bf-40b3-8f52-d79051b53f5f,o:x,b9110d33-257b-41d4-996e-e7f56c67806c,33.34864,46.75451
4cde6f00-c159-4f77-aff4-5bf255e38c10,zCl!,b3dbee63-0ffb-4441-bca1-0af15e961a07,13.32127,52.59319
b07532c5-c06a-4d67-a049-c50220f514dc,DE,a036786f-0c29-4216-9bdb-2dd314a1af1d,10.30215,53.94313
62f93f30-71b7-4220-89f9-ba01684d7677,IN,666adf47-95c8-4aed-85d3-c20285d3334c,78.25795,9.82564
9ea6e229-9bca-4fa9-b19c-2031d2b5de83,FR,"?.Y6aR?fU]6);H""k3VZ)QkS.es>c UU.LmFBT>q!_'clHw$mWOYnc<u<#`:*4?R}z",1.6,43.11667
45ea6740-3824-4c58-97b8-fe7093964d74,CR," cI?qF`t1T,|[@Rd.AHK=E) cK<>]Ds",-85.43772,10.63504
3ad1afa5-3b0a-41bd-8ddb-c1aa46c970d0,MY,b5f62174-29f8-469d-86f3-a8b0cd88563a,tTIhh)kum0c5b>^eet,5.90702
05bc3bba-0de1-4c7c-b769-7fad51401639,CL,f274c818-ce30-422d-aa3d-b717f3531690,-71.23106,-32.45242
2f62ebd1-5c01-4df8-9fbc-3d899ede1d9c,IN,db0afc09-7755-4476-8cdf-34018733807c,72.93924,18.87813
40f93098-2ef0-4703-991b-5bd4b93c6413,HT,2356fc43-e439-4e47-b0ad-da7c87bc393a,RGmp}2Pm9r;,18.57677
f447bf63-5777-4dc8-be29-27c221d55da9,c,af5fae1f-dbf0-4802-86b7-01b694e9452a,-5.55835,42.64685
155be3d2-e859-46d3-b387-f92f08dbac29,SV,d9f47ea3-4b3b-4afb-b036-60f634d17f04,-89.71472,13.73417
fcfb14c5-9e6e-4bef-8671-2118d200e073,DE,06717c58-37ad-4dd2-9022-0bfa5eedb2b9,8.70745,mQ[kxd\}a8~t46
0b2ee281-21e0-4768-adef-dcaec355b795,IN,c42b19be-8498-4c11-8328-456580f3486c,78.27539,",qXm[+ye\\Vz*"
80046650-a9a5-40d9-bc93-75582d8dbf4a,US,4e27c3d5-011d-4374-9a42-8bc93acd704e,-115.98391,36.20829
414b406d-d242-41ab-b2f6-08bb6e902321,R0,ac5724cc-c514-4510-969c-7dd49032d949,4.74161,7.62789
b4e9a9a9-34f5-4b51-b532-c48d6158c271,IN,763d71a2-25a4-4166-91e1-ca13b603ead3,74.3092,33.37526
b1c1bb95-56de-4337-85b0-4b20cb54de50,BR,720779b1-2694-4364-98ac-ca3c4fe49eea,-52.67056,-26.22861
253b70bb-ed3c-4d15-94ab-9ad5b630c507,IN,99db4743-18b6-4e88-affe-9bc64f8bea20,76.03889,18.18158
97276619-5aa1-4ae7-bcd3-87f1c5da60eb,PK,39cd2498-3b85-473b-97fc-1bb17e0084bc,71.52847,32.57756
ff655d26-2155-420c-8746-e78c162e2f52,ITh,f2214d64-b732-40bd-bbc9-0624f9a72bff,34.02537,38.37255
d32596a2-f709-49dd-9530-7aab7ef7439e,BE,501156c9-3bc8-4726-938a-29212fc556da,4.69889,S926:dZsh/&s\G
d25a5f8e-a7f4-46f4-b71b-c7b06969b95b,GB,opUIC3L7bAjH+SY*A(((w~Q@YEQ{)@tm6'Y:&GQP<dN+puIlTpYb8v35so,-1.99421,51.35084
86e4e7e5-7c6b-4d3f-91e5-449f9dbfd7ec,IT,250726bc-1366-484f-a094-0e11f2fe06ce,11.412,45.50369
57892f6e-83ce-4a22-bde1-a9fab3ead15d,NL,d203a4cd-96be-4557-b7f5-3b811da8e036,7.00417,52.26083
990a83e4-8545-4ee4-8153-8a5340a9982e,ES,02565cf2-7528-42af-8279-da54246406fe,-2.98884,"#y""MCS3[2NBV%)"
554795fe-06b7-4cd6-a996-23b687fda872,NG,43ca9bc9-18d2-4a9d-9a34-5b4d8ed185dd,8.2926,9.58126
129ca9a9-e86f-422d-bf8b-97d59437d48c,US,c42e0615-5269-4748-89f6-32cc0985c07b,-75.23266,43.1009
c96d5cb8-ee11-4f15-b3e0-b422518de1cc,PH,2874a7f4-a1c2-4284-967d-8d4372d81c62,122.8637,9.3337
359c4a98-b223-458f-b466-25d9271c19c4,TZ,85a069ba-b3a8-4091-a0e9-8120b77d6aaa, :BAlhimC&I+zL,-10.33333
f19dc577-5589-4164-99a6-3678392f6ea5,CU,eb70a1df-27df-498e-b24e-8fad4c6eb3ba,-82.00919,23.04419
660aac99-ac22-40df-bb6a-c7fa9c8a6056,AU,5270c548-8705-4caf-bf4d-8eee55f85cf6,150.60036,-34.88422
29bed0c0-519c-41f3-940a-8914e1cccc59,IN,99b68b3f-7b1d-43d0-86f4-e9b8832644de,77.54372,10.12268
ebc57c9c-8c39-4ae7-8446-0d671de19007,PL,c18d5186-f7ca-4955-832d-efff12183aba,16.86194,54.58048
84473915-5e00-49ba-995a-05a5cd5e4186,SK,547ffd7e-d585-43c1-951c-d7fca5af11ff,17.22635,48.8449
9aa8de52-5918-4b26-b822-7a89a23ce350,IT,-QYxZM`#E>('g5SR^!a Opvc&cC9Bm2]tmaNvHo'd!/u]=dw~1)':r,12.70038,45.9836
39ac2ed1-6d08-4fbb-9af0-9a5067d5c7ef,EG,1d3dd524-8a69-4acf-b598-05e1f9372b55,29.91582,31.20176
7c2f8138-2fdf-489e-9cff-ffb4e074c50d,BG,4f0dfc59-8653-4442-a692-0fc1f1d11efc,23.225,43.4125
30f16310-e2c3-4f96-8a4d-b3377933c7ae,CO,c4725a75-ca56-409c-99c5-310694533923,-73.26022,6.46838
bc492542-ec8e-407b-abb1-8ac51fa6eae2,ZA,017b837d-39f8-44ea-833a-ba1ade63bc8b,29.24152,-26.93366
faa99b1c-a81c-4500-9bb7-3ebb43209232,UG,135f730a-4699-4e0c-b021-5c6c87d8fe66,30.91105,3.02013
ecfe5183-6a29-4d7a-ab39-6c0d0cc85ee0,US,b706e72e-17c9-4ac4-b8ad-f44dda1a9cb1,-73.20483,41.16704
c575cd05-e95d-400a-81d1-394cd398ba7c,E,08480be5-0697-450e-b6b5-5b3ffd49b319,114.68333,23.73333
4491e323-6d33-4f9a-a96e-f4dded61cc71,Ynr3,9a3eff2f-7b03-40c2-97fa-439a72ecf84a,-118.25508,34.14251
053d3f2f-de08-44a6-b3ad-3d3d067a5347,NL,"X>.<nBa3?hUf6,u& skX Z<{zyh@Mvrdy4E|~4`&<FMus4f*>;*v;noh/=~KBf",6.76111,53.16167
dd19ab0a-d308-457c-995f-df3a6facac86,CI,714dba96-ed40-4575-8b6c-808956f73a27,-5.682,5.84752
750e80e5-c3b3-47fc-b73b-b1dff6b16696,ES,b41de68a-7aec-46bf-934a-bd0d26a9b632,1.10687,41.15612
8d66975b-7d0f-423d-abc5-b992d2c084bd,PK,04b83573-ce63-41e2-b6b5-0b23591d5ccd,73.38333,31.71667
615cc966-923b-4e14-b013-ff931b1fdf18,AR,d197c63c-0bf4-4c5f-8404-0b275f53f341,-60.47389,-34.64167
0703a57a-3405-40f0-a9a5-b7d76ba25137,LT,3473eefd-e3b1-4b43-95d9-fa461008a863,24.04142,54.39635
eb4c7303-7c8f-49e2-b87f-bbcc791041cd,BR,6cd335ff-3cd9-4d4b-9a53-b0937c7f69e2,-40.7475,-4.16694
481bd8f9-8b9f-4ee0-be5f-7e90fda9d044,FR,9b21401f-1782-417c-a6da-22ff9afd6ed1,2.29026,48.77644
aaaea842-8050-4ad1-9145-da7c989e7c2a,BR,a550253e-f880-4798-9fdb-f9f2ee435747,-47.1725,-22.57306
0797cd05-005d-44f5-884e-727eb1aa7ce7,ID,"%nwe""H&6^""s=a$eTotr$mPFy5)[7|t",99.1625,3.3285
b5d1101b-6967-495a-8d3c-c3a76a26bace,IT,aa69226f-a3d7-4a94-921d-c0a50bb7e34b,7.60872,43.78956
1751ae23-c4be-42ec-aa9d-0e321851dbdd,NL,124ae03e-b341-4955-ae5f-c532a18db31f,6.76111,53.16167
6d52e054-714b-4f25-afaf-42dd9c6360d8,BR,18d05069-7b19-4069-a064-11c4525f24c1,-48.59278,-23.7975
5c5a29b4-a43b-42cd-ae26-0c52c436239e,PH,ec932cd7-1afd-48b5-994d-0969a1e62009,121.06761,12.35275
a74ae613-45b6-48c9-8e58-220c4a622d3b,PS,0e230e50-9cc4-45f6-820c-fd1b0364be50,35.23388,31.78336
1745b0b8-cd4b-485a-a4bf-7ff79b5607d2,XK,"q""4Ex]KM*-+j[Uu%!8jw&WAH^xm",20.89389,42.62833
